id,ReportType,CurrentStatus,Description,DateCreate_Converted,DateClosed_Converted,location,YEAR
"192,055",Other,Closed,South facing yellow light not working,10/27/15 7:33,1/13/16 16:09,"(21.345985, -157.91272)",2015
"192,041",Other,Closed,Please repair the pothole on the bus pad at Waialae ave and 9th ave (stop #3176,10/27/15 6:54,10/29/15 7:43,"(21.284376, -157.802338)",2015
"192,012",Other,Closed,"Street light bulb very dim, the bulb requires replacement.",10/27/15 5:51,10/30/15 14:04,"(21.334122, -158.013153)",2015
"191,930",Other,Closed,Dead animal on the roadway in front of my house. Unsure if the City or State has a dept that picks up deceased animals.,10/26/15 17:58,10/27/15 13:17,"(21.458488, -158.169375)",2015
"191,898",Other,Closed,Electrical vault breaking,10/26/15 12:58,11/9/15 16:22,"(21.438423, -157.825729)",2015
"191,869",Other,Closed,Sewer lid missing and stinks real bad.,10/26/15 11:46,2/2/18 14:26,"(21.4475242, -158.1893438)",2015
"191,697",Other,Closed,Request two crosswalks to allow handicap people in wheelchairs and pedestrians to cross this busy area safely.,10/25/15 21:54,10/26/15 14:39,"(21.435108, -158.182648)",2015
"191,688",Other,Referred To Dept,Red lamp broken on signal.,10/25/15 18:21,,"(21.435048762, -157.826177951)",2015
"191,615",Other,Closed,These bulk items have been here since the beginning of Oct.,10/25/15 8:21,10/28/15 16:05,"(21.357269, -158.091782)",2015
"191,544",Other,Closed,"This baseball park needs to be remodeled it's a bad environment like everything bathrooms, grounds is rough, fences to low , parking lot & spaces , the field & needs lights , new scoreboards , trimming the bushes . But it looks like everything needs to b",10/24/15 12:23,2/2/18 14:26,"(21.330551, -158.049988)",2015
"191,511",Other,Closed,Broken water sprinkler in Smith-Beretania Park. This is a repeat issue most likely caused from homeless population.,10/24/15 8:57,2/2/18 14:26,"(21.312279, -157.861389)",2015
"191,411",Other,Closed,I am still awaiting pot hole repair that Roger in the Road Maintenence Division said would be completed by today. (phone #(808) 768-3600). Reference my previous report on this problem from September. I would like an update as to why it has not been fixed,10/23/15 18:02,2/2/18 14:26,"(21.434994, -158.168411)",2015
"191,303",Other,Closed,Sidewalk uneven/broken. Trip hazard.,10/23/15 7:59,11/10/15 7:49,"(21.42445909, -158.00267652)",2015
"191,211",Other,Closed,I think a pipe is leaking been like this since May,10/22/15 17:07,11/20/15 9:26,"(21.271734, -157.784348)",2015
"191,204",Other,Closed,About 3 to 5 deep pot holes on Dillingham Blvd. in front of HCC Side of the st.,10/22/15 16:44,10/26/15 8:08,"(21.320625, -157.870621)",2015
"191,132",Other,Closed,"Illegal parked vehicle, second day this week, it's very precarious to exit/ enter the driveway with our tractor/trailers without hitting his poor lil ol' truck.",10/22/15 10:01,10/28/15 11:03,"(21.33535, -157.897415)",2015
"191,117",Other,Closed,It is time for a water truck wash oh the Lanikai Loop bike lane. The lame is full of mud doe to water main repair and rain runoff.,10/22/15 8:56,10/26/15 8:07,"(21.395382, -157.72142)",2015
"190,944",Other,Closed,Really bad pot holes,10/21/15 13:09,10/26/15 8:07,"(21.438232, -157.831482)",2015
"190,515",Other,Closed,Pothole but didn't get a picture. Right lane heading north.,10/19/15 17:12,2/2/18 14:25,"(21.285471, -157.813385)",2015
"190,470",Other,Closed,major pot hole will cause problems for traffic going into ala moana mall. especially with da buses going into mall.,10/19/15 13:00,2/2/18 14:25,"(21.2938, -157.844162)",2015
"190,393",Other,Closed,More rubbish at the bus stop,10/19/15 7:10,10/19/15 16:05,"(21.339493, -157.929535)",2015
"190,289",Other,Closed,2 months ago C&C had a project in the Enchanted Lakes area to repair all of the storm drains. 2 months ago a crew came and repaired where the concrete was crumbling. Attached is a picture of the new concrete falling apart. This is happening to most of th,10/18/15 20:24,10/19/15 16:03,"(21.384592, -157.740128)",2015
"190,248",Other,Closed,66-933 and 66-933 Alena loop have painted the street with red and white paint around their driveway to bully people from parking hear their house. This is a father and son. This is graffiti and is illegal. These people are the bullies of the street. They,10/18/15 12:47,2/2/18 14:25,"(21.569918, -158.11055)",2015
"190,221",Other,Closed,Open wiring box...safety hazard to small children!,10/18/15 8:59,10/19/15 10:19,"(21.44879928, -158.19658753)",2015
"190,220",Other,Closed,20 amp breakers and exposed terminal boards and wiring.,10/18/15 8:57,10/19/15 9:57,"(21.44881464, -158.19658994)",2015
"190,168",Other,Closed,Commercial sign is blocking public sidewalk.,10/17/15 19:54,2/2/18 14:25,"(21.400238, -157.737488)",2015
"190,108",Other,Closed,"See picture, new homeless encampments in Kakaako.",10/17/15 9:18,10/19/15 9:18,"(21.293087, -157.864792)",2015
"190,074",Other,Closed,Illegally parked vehicle,10/17/15 1:29,11/9/15 8:21,"(21.322335023, -157.840113832)",2015
"190,053",Other,Closed,Sidewalk requires repair.,10/16/15 15:19,10/28/15 16:00,"(21.269547, -157.792679)",2015
"190,027",Other,Closed,"Test from Diane Shiraki, DIT",10/16/15 12:58,10/28/15 16:27,"(21.30397, -157.85498)",2015
"189,862",Other,Closed,Dead pig carcass. Starting to stink.,10/15/15 17:56,2/2/18 14:25,"(21.2939, -157.798782)",2015
"189,860",Other,Closed,After the handrail being stolen for 20 years plus don't you think it's about time you made this bridge safe and put a new handrail back across here,10/15/15 16:58,10/19/15 15:52,"(21.33558464, -158.04067032)",2015
"189,848",Other,Closed,"Multiple potholes on Emily Street, largest one in photo.",10/15/15 15:24,10/19/15 15:47,"(21.301735, -157.856873)",2015
"189,686",Other,Closed,"2 door silver Audi coupe parked Ina. School loading zone only, been over 3 weeks, rear tire parked up on curb. Appears to have been left for long term. Should be towed immediately. Plates Rbx 986. Right in front of the Lutheran Savior Schcool.",10/15/15 6:56,10/19/15 15:51,"(21.383736, -157.936508)",2015
"189,576",Other,Closed,"The Ferriera dairy on Lualualei Hmstd. Rd. is the property in question. Over ten years ago, it went from being a dairy with cows to a parking and staging area for the family's trucking business. The last year or so, it has been home to a pig farm and fro",10/14/15 16:40,10/23/15 9:58,"(21.438192, -158.169098)",2015
"189,542",Other,Closed,Forward to the city illegal encampment divison department. Mr. Sasawasa?,10/14/15 13:11,10/16/15 13:00,"(21.29565153, -157.86430398)",2015
"189,511",Other,Closed,ID request # 184384 has not been completed. Please plot the GPS coordinates ( street crossing) to find this pothole.,10/14/15 10:54,10/19/15 15:47,"(21.353687, -157.899536)",2015
"189,494",Other,Closed,tents are going back up,10/14/15 9:29,10/16/15 13:01,"(21.296524, -157.86264)",2015
"189,196",Other,Closed,Over grown grass,10/13/15 10:08,10/28/15 15:56,"(21.288191, -157.819839)",2015
"188,898",Other,Closed,Loose dogs charging after pedestrians.,10/12/15 10:39,10/29/15 12:08,"(21.387326706, -158.146185884)",2015
"188,708",Other,Closed,Pothole that seems to be deep and have sharp edge. Hit it Sunday 10/11/15 at about 1400.,10/11/15 14:37,10/13/15 13:20,"(21.318581, -157.864029)",2015
"188,500",Other,Closed,Water fountains not working since the pool reopened after renovation done this past summer.,10/9/15 22:20,11/20/15 9:28,"(21.293024, -157.811386)",2015
"188,492",Other,Closed,"Large pothole in front of Kaneohe (Playground) Community Park on Keaahala Street, Kaneohe.",10/9/15 18:26,2/2/18 14:25,"(21.414867, -157.802849)",2015
"188,488",Other,Closed,"Homeless encampment. After the Kakaako sweeps, this camp has been growing, with people building permanent structures with wood. More and more people have been squatting here. Started off as a man with a sleeping bag and now theres about a dozen people.",10/9/15 17:31,10/20/15 8:19,"(21.316844276, -157.856861753)",2015
"188,064",Other,Closed,"No parking, this is the third request . What is the status of the first two?",10/8/15 0:19,10/8/15 8:31,"(21.393066, -157.978928)",2015
"188,053",Other,Closed,"broken glass on sidewalk at bus stop. dangerous for pedestrians, transit rides and bicyclists.",10/7/15 18:36,10/9/15 10:08,"(21.27965522, -157.81217356)",2015
"188,047",Other,Closed,There are 30+ medium-large sized pot holes all down Ualena St. Many cars pass down this road daily and many of them weave and some even cross the yellow line to try and avoid the pot holes making it dangerous to drive down a 2 way street safely. It is a,10/7/15 17:19,10/9/15 10:06,"(21.333817, -157.909729)",2015
"188,040",Other,Closed,Someone broke picnic table in Kalama Valley Park please remove before kids get hurt. Already seen them playing on it.,10/7/15 16:21,12/21/15 16:12,"(21.299681, -157.673141)",2015
"188,031",Other,Closed,Sidewalk covers cause a trip hazard.,10/7/15 14:52,10/23/15 7:54,"(21.316696, -158.030045)",2015
"187,610",Other,Closed,"Facing east bound, the traffic light on the median, the red light is broken. The green arrow works, but red light is out. Intersection of Kalanianaole Hwy and Hawaii Kai drive",10/5/15 19:25,10/19/15 15:49,"(21.284678, -157.71756)",2015
"187,597",Other,Closed,"This faucet is broke and leaking, can I report this to Board of Water if it's at a Elementary School?",10/5/15 18:12,12/6/17 9:13,"(21.409927, -157.791016)",2015
"187,342",Other,Closed,Parked in handicapped stall no placard and didn't want to leave...,10/4/15 8:59,10/19/15 15:52,"(21.2700357, -157.8182298)",2015
"187,165",Other,Closed,Huge pothole which can cause damage to rims,10/2/15 15:30,10/5/15 7:42,"(21.302494, -157.842911)",2015
"187,148",Other,Closed,Big pothole that is hard to avoid.,10/2/15 12:56,2/2/18 14:25,"(21.291059, -157.847885)",2015
"187,111",Other,Closed,Pot holes 2,10/2/15 10:26,10/5/15 7:43,"(21.31741799, -157.85159539)",2015
"187,077",Other,Closed,Repair asphalt around water valve on road thank you.,10/2/15 8:14,10/8/15 7:59,"(21.385706, -157.919327)",2015
"187,065",Other,Closed,Very dangerous sidewalk obstruction. New house was built and owners moved in a month ago. The obstruction has been like that for over 6 months. With Halloween coming up and this being a high volume area for trick-or-treaters the obstruction could potenti,10/2/15 7:41,10/9/15 14:01,"(21.271086, -157.814362)",2015
"186,958",Other,Closed,"I believe the property owner painted the curb in front of his house red, so people don't park there.",10/1/15 21:08,10/12/15 14:41,"(21.28517, -157.751526)",2015
"186,950",Other,Closed,Crossing button is broken.,10/1/15 17:54,10/8/15 11:23,"(21.300371082, -157.85656983)",2015
"186,944",Other,Referred To Dept,@ the Mililani transit the lights is out is possible getting someone out here to fix it please all of them & it's not bright enough,10/1/15 17:03,,"(21.453705, -158.007492)",2015
"186,790",Other,Referred To Dept,Rubbish can at the bus stop at Valkenburgh and Nimitz town bound has been overflowing for over a week. The trash is being strewn around creating quite an eye sore. It smells and the bugs are out of control. The trees in the area could also use some maint,10/1/15 7:19,,"(21.339966, -157.930176)",2015
"186,674",Other,Closed,Cooke St. Has about 5 big pot holes like this one,9/30/15 17:16,2/2/18 14:25,"(21.302256, -157.854004)",2015
"186,641",Other,Closed,This Utility cover needs to be changed out for a new one due to old conditions.,9/30/15 14:00,2/2/18 12:29,"(21.329351, -157.865524)",2015
"186,636",Other,Closed,Liliha St. Has never been repaved with asphalt after road work and road construction and the city buses are ruining this road and the road is ruining cars please replace from McDonald's all the way to Mayor Rights. Bad road conditions.,9/30/15 13:28,9/30/15 13:57,"(21.321243, -157.86058)",2015
"186,633",Other,Closed,Pot hole On Liliha on ramp East H1,9/30/15 13:22,9/30/15 14:36,"(21.321268, -157.860825)",2015
"186,441",Other,Closed,Pothole! Looks like the streetlight sensor in the ground might need repair also.,9/29/15 23:02,9/30/15 13:14,"(21.303161704, -157.844740281)",2015
"186,440",Other,Closed,"Pothole! Was filled in a few weeks ago, but has returned!",9/29/15 22:59,9/30/15 13:13,"(21.302250153, -157.84507607)",2015
"186,413",Other,Closed,"This cross walk is very dangerous for pedestrians because as you can see in the picture the crosswalk with the green line next to it (Liliha St. Crossing over Vineyard Bld.) is at an angle, it's tucked around the corner and the stop line for the vehicle",9/29/15 16:32,9/30/15 8:34,"(21.320095, -157.862122)",2015
"186,385",Other,Closed,I want the city to put a left turn/ U turn on the left side of this traffic light intersection where it says no left turn or U turn. Because it is well needed at this exact spot otherwise to make that U turn one would have to go all the way down to Lilih,9/29/15 15:06,9/29/15 15:43,"(21.321857, -157.863693)",2015
"186,180",Other,Closed,Half of Ala Moana tennis court lights not working,9/28/15 19:41,2/2/18 12:29,"(21.29121831, -157.85063385)",2015
"186,168",Other,Closed,Another photo. Subsurface waterline leak beneath road on puowaina drive (2019) - Karl,9/28/15 17:01,2/2/18 12:29,"(21.315491, -157.84433)",2015
"186,167",Other,Closed,Subsurface water line break? Street wet even when sunny.,9/28/15 16:58,10/12/15 8:20,"(21.31076, -157.863907)",2015
"186,085",Other,Closed,Parking violation inoperable vehicle parked directly in front of a fire hydrant,9/28/15 10:34,10/2/15 13:26,"(21.34321852, -158.03155472)",2015
"185,861",Other,Closed,"At 72 S Kalaheo Ave in Kailua, there is an unsafe transition between the asphalt road surface and the concrete driveway. There is a level change of almost an inch. A puddle forms there that hides it and forces you to walk on the driveway. My wife tripp",9/27/15 9:54,2/2/18 12:29,"(21.39901, -157.734222)",2015
"185,858",Other,Closed,"Aloha, This morning we noticed (it was reported before ) that Queen Kapiolani Hotel and possibly other hotels are making money by using the entire street of Cartwright in Waikiki For their Valet parking . I saw as I was walking I altercation as a dri",9/27/15 9:34,10/7/15 7:42,"(21.271864, -157.820618)",2015
"185,667",Other,Closed,Illegal parking blocking viewing planes for driving coming and going from hikina lane cronic problem usually the business in area using it as a loading zone. Please monitor more.,9/25/15 14:33,10/9/15 7:50,"(21.323037036, -157.868004102)",2015
"185,543",Other,Closed,This water fountain next the baseball field by the restrooms has a hose hooked up to it and even though the water is turned off to the hose there is no water pressure to allow you to drink from it.,9/25/15 9:33,2/2/18 12:29,"(21.276178, -157.803558)",2015
