coc_code,state_code,coc_name,coc_total_population_zillow_2017,pit_count_from_2017_zillow_2017,estimated_homeless_rate_percent_zillow_2017,zri_as_percent_of_median_income_zillow_2017,percent_of_coc_living_in_extreme_poverty_zillow_2017,coc_category,pit_overall_homeless_2017,pit_sheltered_es_homeless_2017,pit_sheltered_th_homeless_2017,pit_sheltered_sh_homeless_2017,pit_sheltered_total_homeless_2017,pit_unsheltered_homeless_2017,pit_homeless_individuals_2017,pit_sheltered_es_homeless_individuals_2017,pit_sheltered_th_homeless_individuals_2017,pit_sheltered_sh_homeless_individuals_2017,pit_sheltered_total_homeless_individuals_2017,pit_unsheltered_homeless_individuals_2017,pit_homeless_people_in_families_2017,pit_sheltered_es_homeless_people_in_families_2017,pit_sheltered_th_homeless_people_in_families_2017,pit_sheltered_total_homeless_people_in_families_2017,pit_unsheltered_homeless_people_in_families_2017,pit_homeless_family_households_2017,pit_sheltered_es_homeless_family_households_2017,pit_sheltered_th_homeless_family_households_2017,pit_sheltered_total_homeless_family_households_2017,pit_unsheltered_homeless_family_households_2017,pit_chronically_homeless_2017,pit_sheltered_es_chronically_homeless_2017,pit_sheltered_sh_chronically_homeless_2017,pit_sheltered_total_chronically_homeless_2017,pit_unsheltered_chronically_homeless_2017,pit_chronically_homeless_individuals_2017,pit_sheltered_es_chronically_homeless_individuals_2017,pit_sheltered_sh_chronically_homeless_individuals_2017,pit_sheltered_total_chronically_homeless_individuals_2017,pit_unsheltered_chronically_homeless_individuals_2017,pit_chronically_homeless_people_in_families_2017,pit_sheltered_es_chronically_homeless_people_in_families_2017,pit_sheltered_total_chronically_homeless_people_in_families_2017,pit_unsheltered_chronically_homeless_people_in_families_2017,pit_homeless_veterans_2017,pit_sheltered_es_homeless_veterans_2017,pit_sheltered_th_homeless_veterans_2017,pit_sheltered_sh_homeless_veterans_2017,pit_sheltered_total_homeless_veterans_2017,pit_unsheltered_homeless_veterans_2017,pit_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_es_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_th_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_sh_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_total_homeless_unaccompanied_youth_under_25_2017,pit_unsheltered_homeless_unaccompanied_youth_under_25_2017,pit_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_es_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_th_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_sh_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_total_homeless_unaccompanied_youth_under_18_2017,pit_unsheltered_homeless_unaccompanied_youth_under_18_2017,pit_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_es_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_th_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_sh_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_total_homeless_unaccompanied_youth_age_18_24_2017,pit_unsheltered_homeless_unaccompanied_youth_age_18_24_2017,pit_homeless_parenting_youth_under_25_2017,pit_sheltered_es_homeless_parenting_youth_under_25_2017,pit_sheltered_th_homeless_parenting_youth_under_25_2017,pit_sheltered_total_homeless_parenting_youth_under_25_2017,pit_unsheltered_homeless_parenting_youth_under_25_2017,pit_homeless_parenting_youth_under_18_2017,pit_sheltered_es_homeless_parenting_youth_under_18_2017,pit_sheltered_th_homeless_parenting_youth_under_18_2017,pit_sheltered_total_homeless_parenting_youth_under_18_2017,pit_unsheltered_homeless_parenting_youth_under_18_2017,pit_homeless_parenting_youth_age_18_24_2017,pit_sheltered_es_homeless_parenting_youth_age_18_24_2017,pit_sheltered_th_homeless_parenting_youth_age_18_24_2017,pit_sheltered_total_homeless_parenting_youth_age_18_24_2017,pit_unsheltered_homeless_parenting_youth_age_18_24_2017,pit_homeless_children_of_parenting_youth_2017,pit_sheltered_es_homeless_children_of_parenting_youth_2017,pit_sheltered_th_homeless_children_of_parenting_youth_2017,pit_sheltered_total_homeless_children_of_parenting_youth_2017,pit_unsheltered_homeless_children_of_parenting_youth_2017,cluster_number_zillow_2017,cluster_location,cluster_description
ny-604,ny,yonkers/mount vernon/new rochelle/westchester coc,974393,1832,0.2,41.86891454,4.730087879,suburban cocs,1832,1018,767,0,1785,47,669,479,143,0,622,47,1163,539,624,1163,0,383,190,193,383,0,149,131,0,131,18,109,91,0,91,18,40,40,40,0,121,26,90,0,116,5,68,38,28,0,66,2,6,6,0,0,6,0,62,32,28,0,60,2,80,47,33,80,0,0,0,0,0,0,80,47,33,80,0,98,57,41,98,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ny-606,ny,rockland county coc,324596,170,0.06,39.06466725,7.340292611,suburban cocs,170,76,36,0,112,58,135,41,36,0,77,58,35,35,0,35,0,13,13,0,13,0,28,9,0,9,19,28,9,0,9,19,0,0,0,0,2,2,0,0,2,0,5,4,1,0,5,0,0,0,0,0,0,0,5,4,1,0,5,0,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,5,5,0,5,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ny-607,ny,sullivan county coc,75306,167,0.24,32.31401337,6.362326583,rural cocs,167,165,0,0,165,2,114,112,0,0,112,2,53,53,0,53,0,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9,0,17,17,0,0,17,0,4,4,0,0,4,0,13,13,0,0,13,0,7,7,0,7,0,0,0,0,0,0,7,7,0,7,0,7,7,0,7,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ny-608,ny,kingston/ulster county coc,179710,411,0.27,31.5345405,6.859898248,rural cocs,411,346,31,0,377,34,167,120,29,0,149,18,244,226,2,228,16,68,63,1,64,4,14,6,0,6,8,14,6,0,6,8,0,0,0,0,8,7,1,0,8,0,31,20,11,0,31,0,6,4,2,0,6,0,25,16,9,0,25,0,5,3,2,5,0,1,0,1,1,0,4,3,1,4,0,5,3,2,5,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
oh-500,oh,cincinnati/hamilton county coc,811574,1162,0.15,27.18368749,8.628708039,suburban cocs,1162,829,259,0,1088,74,889,604,211,0,815,74,273,225,48,273,0,80,63,17,80,0,90,64,0,64,26,90,64,0,64,26,0,0,0,0,192,50,140,0,190,2,90,74,9,0,83,7,12,12,0,0,12,0,78,62,9,0,71,7,9,7,2,9,0,0,0,0,0,0,9,7,2,9,0,13,11,2,13,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
oh-501,oh,toledo/lucas county coc,433339,499,0.13,22.596170269999998,9.470608002,other urban cocs,499,346,126,11,483,16,257,154,76,11,241,16,242,192,50,242,0,65,53,12,65,0,38,31,5,36,2,31,24,5,29,2,7,7,7,0,51,21,27,1,49,2,22,17,1,0,18,4,5,5,0,0,5,0,17,12,1,0,13,4,7,5,2,7,0,0,0,0,0,0,7,5,2,7,0,9,7,2,9,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
oh-502,oh,cleveland/cuyahoga county coc,1254231,1727,0.15,24.78631925,8.797200136,suburban cocs,1727,1415,195,20,1630,97,1360,1048,195,20,1263,97,367,367,0,367,0,111,111,0,111,0,120,64,20,84,36,115,59,20,79,36,5,5,5,0,172,39,123,0,162,10,81,69,8,0,77,4,0,0,0,0,0,0,81,69,8,0,77,4,12,12,0,12,0,0,0,0,0,0,12,12,0,12,0,16,16,0,16,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
oh-503,oh,columbus/franklin county coc,1289308,1691,0.14,25.76346723,7.904503033,major cities,1691,1229,122,0,1351,340,1242,831,71,0,902,340,449,398,51,449,0,129,107,22,129,0,229,94,0,94,135,226,91,0,91,135,3,3,3,0,140,81,38,0,119,21,144,80,21,0,101,43,10,8,1,0,9,1,134,72,20,0,92,42,42,20,22,42,0,0,0,0,0,0,42,20,22,42,0,55,29,26,55,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
oh-504,oh,youngstown/mahoning county coc,231480,262,0.12,23.6747751,8.237534796,other urban cocs,262,167,89,0,256,6,163,125,32,0,157,6,99,42,57,99,0,26,8,18,26,0,16,12,0,12,4,13,9,0,9,4,3,3,3,0,15,6,9,0,15,0,22,17,5,0,22,0,11,9,2,0,11,0,11,8,3,0,11,0,3,0,3,3,0,0,0,0,0,0,3,0,3,3,0,8,0,8,8,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
oh-505,oh,dayton/kettering/montgomery county coc,536021,619,0.13,22.00641183,8.515829218,suburban cocs,619,447,119,0,566,53,459,304,102,0,406,53,160,143,17,160,0,45,37,8,45,0,30,24,0,24,6,30,24,0,24,6,0,0,0,0,60,26,32,0,58,2,82,34,46,0,80,2,5,4,1,0,5,0,77,30,45,0,75,2,9,2,7,9,0,0,0,0,0,0,9,2,7,9,0,14,6,8,14,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
oh-506,oh,akron/barberton/summit county coc,540897,507,0.11,23.37741904,6.213882377,suburban cocs,507,257,153,19,429,78,392,182,116,19,317,75,115,75,37,112,3,38,24,13,37,1,56,13,14,27,29,49,9,14,23,26,7,4,4,3,62,15,32,9,56,6,37,13,19,0,32,5,10,8,2,0,10,0,27,5,17,0,22,5,5,2,3,5,0,1,0,1,1,0,4,2,2,4,0,5,2,3,5,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
oh-507,oh,ohio balance of state coc,6126510,3309,0.06,24.72403303,5.971279161,rural cocs,3309,1860,816,10,2686,623,1779,1023,235,10,1268,511,1530,837,581,1418,112,479,252,194,446,33,180,78,1,79,101,160,73,1,74,86,20,5,5,15,160,73,55,0,128,32,201,114,38,5,157,44,11,11,0,0,11,0,190,103,38,5,146,44,61,27,28,55,6,0,0,0,0,0,61,27,28,55,6,85,43,35,78,7,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
oh-508,oh,canton/massillon/alliance/stark county coc,374545,319,0.1,21.56691199,5.509345016,suburban cocs,319,209,88,0,297,22,147,114,11,0,125,22,172,95,77,172,0,52,32,20,52,0,13,5,0,5,8,11,3,0,3,8,2,2,2,0,10,8,0,0,8,2,16,14,0,0,14,2,0,0,0,0,0,0,16,14,0,0,14,2,12,10,2,12,0,0,0,0,0,0,12,10,2,12,0,18,14,4,18,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ok-500,ok,north central oklahoma coc,314750,192,0.07,26.59808119,8.273557248,rural cocs,192,94,53,0,147,45,82,35,16,0,51,31,110,59,37,96,14,38,22,11,33,5,6,0,0,0,6,3,0,0,0,3,3,0,0,3,1,0,0,0,0,1,16,10,3,0,13,3,3,3,0,0,3,0,13,7,3,0,10,3,3,1,1,2,1,0,0,0,0,0,3,1,1,2,1,3,1,1,2,1,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ok-501,ok,tulsa city & county/broken arrow coc,690290,1074,0.17,24.46983558,7.31238471,major cities,1074,650,228,22,900,174,819,509,131,22,662,157,255,141,97,238,17,80,44,31,75,5,137,48,15,63,74,125,45,15,60,65,12,3,3,9,106,40,38,2,80,26,107,32,35,1,68,39,4,2,0,0,2,2,103,30,35,1,66,37,6,4,0,4,2,0,0,0,0,0,6,4,0,4,2,10,7,0,7,3,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ok-502,ok,oklahoma city coc,629187,1368,0.25,25.59755011,7.304306756,major cities,1368,888,212,0,1100,268,1009,627,118,0,745,264,359,261,94,355,4,118,79,38,117,1,254,119,0,119,135,238,107,0,107,131,16,12,12,4,147,75,37,0,112,35,64,42,8,0,50,14,0,0,0,0,0,0,64,42,8,0,50,14,15,15,0,15,0,0,0,0,0,0,15,15,0,15,0,21,21,0,21,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ok-503,ok,oklahoma balance of state coc,669481,432,0.07,22.43026398,5.921418301,rural cocs,432,100,39,0,139,293,151,34,8,0,42,109,281,66,31,97,184,114,17,15,32,82,36,15,0,15,21,28,13,0,13,15,8,2,2,6,1,0,1,0,1,0,44,7,5,0,12,32,11,0,0,0,0,11,33,7,5,0,12,21,14,8,5,13,1,0,0,0,0,0,14,8,5,13,1,14,8,5,13,1,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ok-504,ok,norman/cleveland county coc,202712,174,0.12,26.16331588,7.41385733,suburban cocs,174,79,19,0,98,76,155,63,16,0,79,76,19,16,3,19,0,7,6,1,7,0,111,79,0,79,32,95,63,0,63,32,16,16,16,0,10,8,0,0,8,2,7,3,0,0,3,4,0,0,0,0,0,0,7,3,0,0,3,4,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ok-505,ok,northeast oklahoma coc,441778,377,0.11,27.26792362,7.17437502,rural cocs,377,280,45,0,325,52,209,156,37,0,193,16,168,124,8,132,36,61,47,3,50,11,41,29,0,29,12,18,13,0,13,5,23,16,16,7,19,15,2,0,17,2,50,41,4,0,45,5,12,12,0,0,12,0,38,29,4,0,33,5,6,5,0,5,1,0,0,0,0,0,6,5,0,5,1,6,5,0,5,1,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ok-506,ok,southwest oklahoma regional coc,407894,231,0.06,21.46003711,7.116878392,rural cocs,231,88,81,0,169,62,150,43,48,0,91,59,81,45,33,78,3,27,16,10,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,1,0,5,20,23,0,21,0,21,2,0,0,0,0,0,0,23,0,21,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ok-507,ok,southeastern oklahoma regional coc,540654,351,0.1,25.93104096,7.732901673,rural cocs,351,206,0,0,206,145,249,129,0,0,129,120,102,77,0,77,25,35,29,0,29,6,75,43,0,43,32,71,39,0,39,32,4,4,4,0,40,12,0,0,12,28,52,41,0,0,41,11,15,10,0,0,10,5,37,31,0,0,31,6,4,3,0,3,1,0,0,0,0,0,4,3,0,3,1,7,5,0,5,2,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
or-500,or,eugene/springfield/lane county coc,363486,1529,0.57,32.26824611,9.03904815,other urban cocs,1529,442,84,0,526,1003,1260,342,31,0,373,887,269,100,53,153,116,84,33,17,50,34,640,143,0,143,497,568,111,0,111,457,72,32,32,40,164,25,19,0,44,120,116,28,10,0,38,78,9,6,0,0,6,3,107,22,10,0,32,75,4,2,1,3,1,0,0,0,0,0,4,2,1,3,1,4,2,1,3,1,3,"west coast, east coast large metropolitan areas","high homeless rates, high housing costs"
or-501,or,portland-gresham-multnomah county coc,787968,4177,0.65,36.6731248,7.856584934,major cities,4177,1752,757,0,2509,1668,3520,1341,588,0,1929,1591,657,411,169,580,77,216,126,62,188,28,1290,373,0,373,917,1240,339,0,339,901,50,34,34,16,445,135,127,0,262,183,304,109,63,0,172,132,14,3,3,0,6,8,290,106,60,0,166,124,35,15,16,31,4,0,0,0,0,0,35,15,16,31,4,39,20,15,35,4,3,"west coast, east coast large metropolitan areas","high homeless rates, high housing costs"
or-502,or,medford/ashland/jackson county coc,213469,633,0.41,37.92912457,6.925191952,suburban cocs,633,213,156,0,369,264,525,189,101,0,290,235,108,24,55,79,29,37,8,21,29,8,170,59,0,59,111,163,57,0,57,106,7,2,2,5,95,13,52,0,65,30,62,27,14,0,41,21,17,15,0,0,15,2,45,12,14,0,26,19,15,0,14,14,1,0,0,0,0,0,15,0,14,14,1,14,0,13,13,1,3,"west coast, east coast large metropolitan areas","high homeless rates, high housing costs"
or-503,or,central oregon coc,219265,778,0.46,34.8840528,5.966821225,rural cocs,778,181,49,0,230,548,494,141,43,0,184,310,284,40,6,46,238,76,12,3,15,61,246,30,0,30,216,187,25,0,25,162,59,5,5,54,83,16,10,0,26,57,68,22,8,0,30,38,7,2,2,0,4,3,61,20,6,0,26,35,8,0,3,3,5,0,0,0,0,0,8,0,3,3,5,9,0,3,3,6,3,"west coast, east coast large metropolitan areas","high homeless rates, high housing costs"
or-505,or,oregon balance of state coc,1468651,5795,0.57,33.21585317,7.307823369,rural cocs,5795,1036,990,0,2026,3769,3902,787,560,0,1347,2555,1893,249,430,679,1214,575,83,125,208,367,737,224,0,224,513,668,200,0,200,468,69,24,24,45,379,79,60,0,139,240,847,107,92,0,199,648,460,33,25,0,58,402,387,74,67,0,141,246,44,10,13,23,21,2,1,1,2,0,42,9,12,21,21,61,10,21,31,30,3,"west coast, east coast large metropolitan areas","high homeless rates, high housing costs"
or-506,or,hillsboro/beaverton/washington county coc,571966,544,0.14,30.34842181,4.472491077,suburban cocs,544,56,112,7,175,369,348,10,69,7,86,262,196,46,43,89,107,56,15,15,30,26,150,3,7,10,140,143,0,7,7,136,7,3,3,4,58,1,39,0,40,18,45,6,9,0,15,30,8,5,2,0,7,1,37,1,7,0,8,29,8,4,4,8,0,0,0,0,0,0,8,4,4,8,0,6,2,4,6,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
or-507,or,clackamas county coc,400496,497,0.2,34.14353625,3.778459907,suburban cocs,497,87,64,0,151,346,385,73,11,0,84,301,112,14,53,67,45,39,4,16,20,19,154,29,0,29,125,151,29,0,29,122,3,0,0,3,27,5,2,0,7,20,20,7,5,0,12,8,0,0,0,0,0,0,20,7,5,0,12,8,11,1,10,11,0,0,0,0,0,0,11,1,10,11,0,11,1,10,11,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
pa-500,pa,philadelphia coc,1564804,5693,0.4,35.92741346,11.92631368,major cities,5693,3275,1378,84,4737,956,3341,1875,430,84,2389,952,2352,1400,948,2348,4,825,478,346,824,1,898,340,84,424,474,877,319,84,403,474,21,21,21,0,244,57,143,4,204,40,297,165,46,0,211,86,26,22,0,0,22,4,271,143,46,0,189,82,242,109,131,240,2,0,0,0,0,0,242,109,131,240,2,357,157,198,355,2,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
pa-501,pa,harrisburg/dauphin county coc,272830,460,0.19,25.56938102,6.865319768,suburban cocs,460,238,130,22,390,70,309,182,35,22,239,70,151,56,95,151,0,52,21,31,52,0,45,10,22,32,13,40,5,22,27,13,5,5,5,0,39,10,16,3,29,10,9,5,0,1,6,3,0,0,0,0,0,0,9,5,0,1,6,3,13,5,8,13,0,0,0,0,0,0,13,5,8,13,0,21,8,13,21,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
pa-502,pa,upper darby/chester/haverford/delaware county coc,562949,453,0.09,24.42209774,5.111876558,suburban cocs,453,311,102,0,413,40,251,170,41,0,211,40,202,141,61,202,0,64,41,23,64,0,26,16,0,16,10,26,16,0,16,10,0,0,0,0,11,8,2,0,10,1,19,12,6,0,18,1,0,0,0,0,0,0,19,12,6,0,18,1,15,5,10,15,0,0,0,0,0,0,15,5,10,15,0,15,3,12,15,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
pa-503,pa,wilkes-barre/hazleton/luzerne county coc,317739,174,0.06,22.27772143,7.002804217,suburban cocs,174,82,89,0,171,3,82,44,35,0,79,3,92,38,54,92,0,29,11,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,11,0,14,1,15,9,6,0,15,0,0,0,0,0,0,0,15,9,6,0,15,0,4,1,3,4,0,0,0,0,0,0,4,1,3,4,0,9,2,7,9,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
pa-504,pa,lower marion/norristown/abington/montgomery county coc,818782,310,0.04,25.76356561,2.833634866,suburban cocs,310,192,99,0,291,19,131,98,14,0,112,19,179,94,85,179,0,56,32,24,56,0,40,35,0,35,5,37,32,0,32,5,3,3,3,0,13,9,0,0,9,4,9,9,0,0,9,0,0,0,0,0,0,0,9,9,0,0,9,0,16,11,5,16,0,0,0,0,0,0,16,11,5,16,0,22,14,8,22,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
pa-505,pa,chester county coc,514259,578,0.12,25.27885917,3.462612308,suburban cocs,578,260,294,0,554,24,387,137,228,0,365,22,191,123,66,189,2,65,41,23,64,1,12,12,0,12,0,12,12,0,12,0,0,0,0,0,224,17,206,0,223,1,10,8,2,0,10,0,0,0,0,0,0,0,10,8,2,0,10,0,5,4,0,4,1,0,0,0,0,0,5,4,0,4,1,6,5,0,5,1,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
pa-506,pa,reading/berks county coc,414229,534,0.14,26.30109851,6.653132389,suburban cocs,534,290,231,0,521,13,366,216,137,0,353,13,168,74,94,168,0,52,22,30,52,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,38,21,17,0,38,0,29,18,10,0,28,1,0,0,0,0,0,0,29,18,10,0,28,1,12,4,8,12,0,0,0,0,0,0,12,4,8,12,0,18,4,14,18,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
pa-508,pa,scranton/lackawanna county coc,212553,197,0.11,29.81854289,7.638282844,suburban cocs,197,56,123,4,183,14,98,42,38,4,84,14,99,14,85,99,0,32,5,27,32,0,13,3,4,7,6,13,3,4,7,6,0,0,0,0,26,1,25,0,26,0,9,2,5,0,7,2,0,0,0,0,0,0,9,2,5,0,7,2,9,1,8,9,0,0,0,0,0,0,9,1,8,9,0,12,1,11,12,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
pa-509,pa,eastern pennsylvania coc,3104937,2170,0.08,25.98234094,5.248357932,rural cocs,2170,1004,761,0,1765,405,1209,556,273,0,829,380,961,448,488,936,25,306,134,165,299,7,156,104,0,104,52,148,96,0,96,52,8,8,8,0,82,28,38,0,66,16,142,73,45,0,118,24,18,17,0,0,17,1,124,56,45,0,101,23,64,17,47,64,0,0,0,0,0,0,64,17,47,64,0,92,26,66,92,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
pa-510,pa,lancaster city & county coc,536004,321,0.07,23.34110341,4.349092298,suburban cocs,321,181,114,0,295,26,180,88,66,0,154,26,141,93,48,141,0,50,33,17,50,0,6,4,0,4,2,6,4,0,4,2,0,0,0,0,23,9,14,0,23,0,17,9,6,0,15,2,0,0,0,0,0,0,17,9,6,0,15,2,10,8,2,10,0,0,0,0,0,0,10,8,2,10,0,14,11,3,14,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
pa-511,pa,bristol/bensalem/bucks county coc,625857,511,0.09,26.66296814,2.605243084,suburban cocs,511,139,323,0,462,49,198,77,72,0,149,49,313,62,251,313,0,100,20,80,100,0,27,20,0,20,7,27,20,0,20,7,0,0,0,0,12,6,3,0,9,3,27,8,12,0,20,7,1,1,0,0,1,0,26,7,12,0,19,7,31,5,26,31,0,0,0,0,0,0,31,5,26,31,0,43,8,35,43,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
pa-512,pa,york city & county coc,441548,288,0.07,25.1888246,4.345084445,suburban cocs,288,116,127,0,243,45,134,50,46,0,96,38,154,66,81,147,7,45,20,23,43,2,12,7,0,7,5,12,7,0,7,5,0,0,0,0,9,4,4,0,8,1,16,3,2,0,5,11,8,0,0,0,0,8,8,3,2,0,5,3,3,1,2,3,0,0,0,0,0,0,3,1,2,3,0,5,2,3,5,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
pa-600,pa,pittsburgh/mckeesport/penn hills/allegheny county coc,1229575,1145,0.1,23.90929601,5.784191084,suburban cocs,1145,622,448,22,1092,53,756,406,275,22,703,53,389,216,173,389,0,120,67,53,120,0,131,91,21,112,19,117,77,21,98,19,14,14,14,0,102,46,45,4,95,7,77,27,48,0,75,2,0,0,0,0,0,0,77,27,48,0,75,2,16,8,8,16,0,0,0,0,0,0,16,8,8,16,0,30,11,19,30,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
pa-601,pa,western pennsylvania coc,1725296,837,0.05,24.15961851,5.332639393,rural cocs,837,451,285,38,774,63,531,291,151,38,480,51,306,160,134,294,12,98,49,45,94,4,29,17,4,21,8,29,17,4,21,8,0,0,0,0,94,35,53,4,92,2,49,27,12,1,40,9,5,5,0,0,5,0,44,22,12,1,35,9,15,4,10,14,1,1,0,0,0,1,14,4,10,14,0,21,10,10,20,1,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
pa-603,pa,beaver county coc,168625,98,0.06,24.46785323,4.128413234,suburban cocs,98,66,22,0,88,10,34,14,16,0,30,4,64,52,6,58,6,18,15,2,17,1,12,5,0,5,7,4,3,0,3,1,8,2,2,6,2,1,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,3,1,4,0,0,0,0,0,0,4,3,1,4,0,4,3,1,4,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
pa-605,pa,erie city & county coc,278408,369,0.15,23.59202141,7.257898219,suburban cocs,369,241,120,0,361,8,264,187,69,0,256,8,105,54,51,105,0,34,18,16,34,0,29,29,0,29,0,22,22,0,22,0,7,7,7,0,29,18,9,0,27,2,30,23,7,0,30,0,2,1,1,0,2,0,28,22,6,0,28,0,7,2,5,7,0,0,0,0,0,0,7,2,5,7,0,12,6,6,12,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ri-500,ri,rhode island statewide coc,1055321,1180,0.12,31.47318396,5.725536719,suburban cocs,1180,807,304,0,1111,69,802,620,113,0,733,69,378,187,191,378,0,106,54,52,106,0,240,215,0,215,25,240,215,0,215,25,0,0,0,0,95,31,61,0,92,3,49,36,5,0,41,8,1,1,0,0,1,0,48,35,5,0,40,8,6,2,4,6,0,0,0,0,0,0,6,2,4,6,0,10,2,8,10,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
sc-500,sc,charleston/low country coc,1009228,425,0.05,33.11468077,6.160543784,suburban cocs,425,99,122,0,221,204,393,93,106,0,199,194,32,6,16,22,10,9,2,4,6,3,108,21,0,21,87,108,21,0,21,87,0,0,0,0,127,8,84,0,92,35,12,2,0,0,2,10,0,0,0,0,0,0,12,2,0,0,2,10,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
sc-501,sc,greenville/anderson/spartanburg upstate coc,1480081,1317,0.1,28.62972711,7.572206582,suburban cocs,1317,681,238,13,932,385,898,458,82,13,553,345,419,223,156,379,40,134,74,48,122,12,230,63,11,74,156,222,58,11,69,153,8,5,5,3,73,35,11,1,47,26,53,28,8,0,36,17,0,0,0,0,0,0,53,28,8,0,36,17,19,12,6,18,1,0,0,0,0,0,19,12,6,18,1,30,18,11,29,1,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
sc-502,sc,columbia/midlands coc,1496796,1200,0.1,26.46630689,7.841640481,suburban cocs,1200,585,308,0,893,307,939,488,162,0,650,289,261,97,146,243,18,89,32,52,84,5,295,119,0,119,176,284,119,0,119,165,11,0,0,11,153,33,111,0,144,9,61,27,17,0,44,17,6,2,3,0,5,1,55,25,14,0,39,16,10,3,7,10,0,0,0,0,0,0,10,3,7,10,0,13,5,8,13,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
